version,train_accuracy,valid_accuracy,train_f1,valid_f1,train_business_fbeta,valid_business_fbeta,train_roc_auc,valid_roc_auc,train_pr_auc,valid_pr_auc,train_business_cost_per_obs,valid_business_cost_per_obs
baseline_default_0_5,0.7756630936989568,0.7518912297621002,0.37009138827683913,0.29985406038139256,0.6695360710729675,0.5406585941833937,0.8773782880519304,0.782608879759707,0.4112551708710355,0.27255252045650397,0.3577976082088615,0.49651833385338623
tuned_default_0_5,0.7916790293466498,0.7615617632287015,0.39776415277918065,0.3044270241795077,0.7056056206634324,0.5367259668706718,0.8982618039718133,0.78397855124532,0.4431265838602208,0.27401187365274726,0.3157334232193638,0.4954085966430312
